Año,Clave_Ent,Entidad,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
2020,5,Coahuila de Zaragoza,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,15,16,15,1,4,5,14,13,8,9,,
2020,5,Coahuila de Zaragoza,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,0,0,0,0,0,0,0,0,0,0,,
2020,5,Coahuila de Zaragoza,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,62,97,57,31,53,52,31,32,35,39,,
2020,5,Coahuila de Zaragoza,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,0,0,0,0,0,0,1,0,0,0,,
2020,5,Coahuila de Zaragoza,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,129,111,114,98,115,109,138,128,112,124,,
2020,6,Colima,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,49,52,43,46,43,36,27,20,24,32,,
2020,6,Colima,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,1,3,3,6,5,0,4,4,4,5,,
2020,6,Colima,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,6,0,2,1,2,4,2,2,8,7,,
2020,6,Colima,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,2,1,1,0,2,1,0,2,2,,
2020,6,Colima,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,6,9,5,10,10,9,14,4,11,9,,
2020,6,Colima,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,0,0,0,0,0,0,1,,
2020,6,Colima,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,1,0,0,0,0,0,0,0,,
2020,6,Colima,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,1,3,2,2,2,6,1,3,0,3,,
2020,6,Colima,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,0,7,3,3,5,2,4,4,1,1,,
2020,6,Colima,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,70,84,104,90,54,87,79,62,56,81,,
2020,6,Colima,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,21,10,11,3,17,8,18,8,27,7,,
2020,6,Colima,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,39,49,43,31,38,59,38,45,65,64,,
2020,6,Colima,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,0,0,1,3,0,0,0,0,1,1,,
2020,6,Colima,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,2,0,6,8,3,4,0,0,1,3,,
2020,6,Colima,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,2,0,0,1,0,0,0,3,1,0,,
2020,6,Colima,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,0,1,0,0,0,0,1,0,1,0,,
2020,6,Colima,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,0,1,0,1,0,0,0,0,0,,
2020,6,Colima,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,La vida y la Integridad corporal,Aborto,Aborto,Aborto,0,0,1,0,0,0,0,1,0,0,,
2020,6,Colima,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,0,0,1,1,1,1,1,0,0,1,,
2020,6,Colima,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,Libertad personal,Secuestro,Secuestro,Secuestro exprés,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,Libertad personal,Rapto,Rapto,Rapto,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,35,23,42,26,26,34,28,38,37,34,,
2020,6,Colima,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,27,33,30,17,26,36,25,22,30,26,,
2020,6,Colima,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,4,3,1,2,4,5,0,0,1,5,,
2020,6,Colima,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,8,5,16,6,12,9,15,8,20,22,,
2020,6,Colima,La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Violación equiparada,1,1,0,1,0,1,2,0,0,0,,
2020,6,Colima,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,2,2,4,4,5,5,5,0,5,1,,
2020,6,Colima,El patrimonio,Robo,Robo a casa habitación,Con violencia,0,0,1,1,1,1,0,1,0,0,,
2020,6,Colima,El patrimonio,Robo,Robo a casa habitación,Sin violencia,174,182,147,121,129,145,132,145,152,181,,
2020,6,Colima,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,64,47,60,44,14,47,51,42,67,80,,
2020,6,Colima,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,40,35,27,22,7,26,28,38,41,51,,
2020,6,Colima,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,El patrimonio,Robo,Robo de autopartes,Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,El patrimonio,Robo,Robo a transportista,Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,El patrimonio,Robo,Robo a transportista,Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,4,2,1,2,1,1,3,2,2,1,,
2020,6,Colima,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,12,12,14,6,7,9,1,6,7,7,,
2020,6,Colima,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,El patrimonio,Robo,Robo en transporte público individual,Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,El patrimonio,Robo,Robo en transporte individual,Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,El patrimonio,Robo,Robo a institución bancaria,Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,El patrimonio,Robo,Robo a negocio,Con violencia,4,5,3,4,1,5,6,5,10,11,,
2020,6,Colima,El patrimonio,Robo,Robo a negocio,Sin violencia,60,58,50,65,42,44,51,58,64,92,,
2020,6,Colima,El patrimonio,Robo,Robo de ganado,Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,El patrimonio,Robo,Robo de ganado,Sin violencia,1,2,2,6,0,4,9,3,4,7,,
2020,6,Colima,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,El patrimonio,Robo,Otros robos,Con violencia,3,3,2,3,2,4,4,1,2,5,,
2020,6,Colima,El patrimonio,Robo,Otros robos,Sin violencia,222,215,193,153,193,172,233,199,290,270,,
2020,6,Colima,El patrimonio,Fraude,Fraude,Fraude,148,116,106,65,92,98,119,120,146,139,,
2020,6,Colima,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,47,45,47,29,31,39,36,31,32,36,,
2020,6,Colima,El patrimonio,Extorsión,Extorsión,Extorsión,10,8,4,16,10,12,13,5,5,3,,
2020,6,Colima,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,218,198,186,159,184,220,201,189,202,280,,
2020,6,Colima,El patrimonio,Despojo,Despojo,Despojo,33,40,30,22,34,33,35,31,36,31,,
2020,6,Colima,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,23,27,28,13,16,13,20,13,21,20,,
2020,6,Colima,La familia,Violencia familiar,Violencia familiar,Violencia familiar,313,327,352,301,361,441,387,377,386,418,,
2020,6,Colima,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,99,77,71,31,45,56,55,50,86,96,,
2020,6,Colima,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,2,3,3,4,1,4,2,1,3,8,,
2020,6,Colima,La sociedad,Trata de personas,Trata de personas,Trata de personas,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,2,5,20,8,10,14,7,9,10,16,,
2020,6,Colima,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,157,123,146,60,104,75,87,82,67,84,,
2020,6,Colima,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,238,208,236,191,221,228,224,210,212,262,,
2020,6,Colima,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,15,14,14,14,6,16,24,18,18,17,,
2020,6,Colima,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,0,0,0,0,0,0,0,0,0,0,,
2020,6,Colima,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,2,8,6,4,2,2,4,4,9,4,,
2020,6,Colima,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,14,23,9,6,11,3,12,10,9,10,,
2020,6,Colima,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,0,0,0,1,1,0,0,2,0,0,,
2020,6,Colima,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,32,29,22,15,22,25,27,23,11,24,,
2020,6,Colima,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,0,0,1,0,0,0,1,0,0,1,,
2020,6,Colima,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,58,58,67,65,51,57,81,54,62,66,,
2020,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,18,16,15,16,14,27,28,22,16,21,,
2020,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,10,6,9,12,11,7,10,17,10,10,,
2020,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,10,13,3,5,7,6,4,9,3,5,,
2020,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,,
2020,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,1,1,1,0,2,0,0,0,,
2020,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,1,0,0,0,0,0,2,0,0,,
2020,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,45,36,40,28,27,20,29,44,32,30,,
2020,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,17,13,24,22,18,10,19,17,24,20,,
2020,7,Chiapas,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,,
2020,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,3,11,7,8,3,8,10,8,11,7,,
2020,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,13,17,13,7,7,7,10,8,12,18,,
2020,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,41,48,53,29,21,24,31,25,44,29,,
2020,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,0,0,0,0,0,0,0,0,0,0,,
2020,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,,
2020,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0,0,0,0,0,0,0,0,0,,
2020,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,43,41,39,21,16,21,21,27,29,38,,
2020,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,13,20,29,16,9,7,11,14,11,15,,
2020,7,Chiapas,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,0,0,0,0,0,0,0,0,0,0,,
2020,7,Chiapas,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,,
2020,7,Chiapas,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,2,0,1,0,2,1,0,1,1,0,,
2020,7,Chiapas,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,2,0,2,2,1,1,1,0,1,1,,
2020,7,Chiapas,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,0,0,0,0,0,0,0,0,,
2020,7,Chiapas,La vida y la Integridad corporal,Aborto,Aborto,Aborto,1,0,3,0,1,1,0,0,0,2,,
2020,7,Chiapas,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,7,9,13,8,10,13,14,23,14,11,,
2020,7,Chiapas,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,0,0,2,2,1,0,0,2,4,0,,
2020,7,Chiapas,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,0,0,0,0,0,0,0,0,0,0,,
2020,7,Chiapas,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,0,0,0,0,0,0,0,0,0,0,,
2020,7,Chiapas,Libertad personal,Secuestro,Secuestro,Secuestro exprés,0,0,0,0,0,0,0,0,0,0,,
2020,7,Chiapas,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,0,0,0,0,0,0,0,0,0,0,,
2020,7,Chiapas,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0,0,0,0,1,0,0,0,0,,
2020,7,Chiapas,Libertad personal,Rapto,Rapto,Rapto,0,0,0,0,0,0,0,0,0,0,,
2020,7,Chiapas,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,26,19,12,9,7,1,14,9,18,15,,
2020,7,Chiapas,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,17,19,19,10,11,3,10,15,12,8,,
2020,7,Chiapas,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,8,11,19,5,4,3,9,7,3,4,,
2020,7,Chiapas,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,2,4,2,2,1,1,1,0,0,0,,
2020,7,Chiapas,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,41,53,48,37,33,33,42,37,45,28,,
2020,7,Chiapas,La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Violación equiparada,0,0,0,0,0,0,0,0,0,0,,
2020,7,Chiapas,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0,0,0,0,0,0,0,0,0,,
2020,7,Chiapas,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,57,65,80,33,43,36,56,52,66,78,,
2020,7,Chiapas,El patrimonio,Robo,Robo a casa habitación,Con violencia,29,9,13,13,4,11,14,11,1,5,,
2020,7,Chiapas,El patrimonio,Robo,Robo a casa habitación,Sin violencia,12,11,10,1,2,3,5,8,9,16,,
2020,7,Chiapas,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,35,37,40,25,22,31,25,28,20,20,,
2020,7,Chiapas,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,65,54,38,49,52,29,39,31,48,49,,
2020,7,Chiapas,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,49,40,34,26,29,39,27,32,21,23,,
2020,7,Chiapas,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,67,54,58,50,49,42,51,53,69,54,,
2020,7,Chiapas,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,7,Chiapas,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,7,Chiapas,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,7,Chiapas,El patrimonio,Robo,Robo de autopartes,Sin violencia,0,0,0,0,0,0,1,0,0,0,,
2020,7,Chiapas,El patrimonio,Robo,Robo a transportista,Con violencia,1,0,0,1,0,1,2,1,0,0,,
2020,7,Chiapas,El patrimonio,Robo,Robo a transportista,Sin violencia,1,0,0,0,0,1,0,0,0,0,,
2020,7,Chiapas,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,24,20,11,8,14,10,10,14,14,12,,
2020,7,Chiapas,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,9,4,6,3,5,2,3,3,9,7,,
2020,7,Chiapas,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,9,7,8,6,3,3,12,4,1,4,,
2020,7,Chiapas,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,1,1,0,2,2,2,1,1,3,0,,
2020,7,Chiapas,El patrimonio,Robo,Robo en transporte público individual,Con violencia,0,0,0,0,0,0,0,0,1,0,,
2020,7,Chiapas,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,7,Chiapas,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,1,1,0,0,0,0,1,0,0,0,,
2020,7,Chiapas,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,7,Chiapas,El patrimonio,Robo,Robo en transporte individual,Con violencia,0,1,0,0,0,1,0,0,1,2,,
2020,7,Chiapas,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,7,Chiapas,El patrimonio,Robo,Robo a institución bancaria,Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,7,Chiapas,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,7,Chiapas,El patrimonio,Robo,Robo a negocio,Con violencia,20,26,30,13,12,8,18,15,10,10,,
2020,7,Chiapas,El patrimonio,Robo,Robo a negocio,Sin violencia,14,11,15,4,4,1,5,7,12,15,,
2020,7,Chiapas,El patrimonio,Robo,Robo de ganado,Con violencia,0,2,4,0,0,0,0,3,0,0,,
2020,7,Chiapas,El patrimonio,Robo,Robo de ganado,Sin violencia,4,6,5,3,3,4,5,10,8,6,,
2020,7,Chiapas,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Con violencia,0,1,0,0,0,1,0,1,0,0,,
2020,7,Chiapas,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Sin violencia,0,0,0,0,0,1,2,0,0,0,,
2020,7,Chiapas,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,7,Chiapas,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,7,Chiapas,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0,0,0,0,0,0,0,0,0,0,,
2020,7,Chiapas,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0,0,0,0,0,0,0,0,0,0,,
2020,7,Chiapas,El patrimonio,Robo,Otros robos,Con violencia,39,34,37,25,19,29,28,22,17,23,,
2020,7,Chiapas,El patrimonio,Robo,Otros robos,Sin violencia,32,27,35,18,19,20,37,26,45,31,,
2020,7,Chiapas,El patrimonio,Fraude,Fraude,Fraude,47,39,35,8,14,4,11,15,11,16,,
2020,7,Chiapas,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,12,10,18,5,5,8,4,4,4,8,,
2020,7,Chiapas,El patrimonio,Extorsión,Extorsión,Extorsión,3,10,12,6,3,3,10,2,7,7,,
2020,7,Chiapas,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,71,93,94,53,48,45,47,69,62,69,,
2020,7,Chiapas,El patrimonio,Despojo,Despojo,Despojo,22,19,27,6,2,7,9,9,6,13,,
2020,7,Chiapas,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,42,47,53,33,35,26,33,32,44,44,,
2020,7,Chiapas,La familia,Violencia familiar,Violencia familiar,Violencia familiar,395,433,591,387,327,235,377,387,376,333,,
2020,7,Chiapas,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,0,0,1,0,0,0,0,0,0,0,,
2020,7,Chiapas,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,26,23,37,3,2,2,2,14,15,15,,
2020,7,Chiapas,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,1,1,0,0,0,0,0,0,2,0,,
2020,7,Chiapas,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,9,4,4,4,1,2,2,6,6,6,,
2020,7,Chiapas,La sociedad,Trata de personas,Trata de personas,Trata de personas,1,0,1,1,0,0,1,0,1,0,,
2020,7,Chiapas,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,16,10,15,2,5,4,5,9,2,2,,
2020,7,Chiapas,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,109,84,91,51,59,59,144,111,111,113,,
2020,7,Chiapas,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,46,49,67,30,21,25,33,25,25,43,,
2020,7,Chiapas,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,7,18,8,3,3,1,6,8,7,6,,
2020,7,Chiapas,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,0,0,0,0,0,0,0,1,0,0,,
2020,7,Chiapas,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,4,5,3,2,0,0,0,1,1,1,,
2020,7,Chiapas,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,14,8,10,2,2,0,2,3,9,4,,
2020,7,Chiapas,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,2,6,5,4,6,0,2,3,14,2,,
